case_id,CTR_SIZE,GROSS,YARD_SLOT,dwell_hours,flag_quarantine,flag_customs,flag_damage,n_events,n_unique_roles,n_unique_activities,hours_atb_to_discharge,CTR_TYPE_DRY,CTR_TYPE_FLT,CTR_TYPE_O/T,CTR_TYPE_OVD,CTR_TYPE_RFR,CTR_TYPE_TNK,JOB_DEL_DOCTYPE_BC23,JOB_DEL_DOCTYPE_BCF26,JOB_DEL_DOCTYPE_LAIN2,JOB_DEL_DOCTYPE_LELANG,JOB_DEL_DOCTYPE_NNMITA,JOB_DEL_DOCTYPE_PLP,JOB_DEL_DOCTYPE_SPPB,JOB_DEL_DOCTYPE_TMBLU,YARD_BLOCK_enc
MNBU3584257-2021-09-17,40.0,33.21,2.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,30.0
MNBU3584452-2021-07-03,40.0,33.21,46.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,31.0
MNBU3589330-2021-08-20,40.0,33.33,92.0,,0,0,0,10,6,10,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,10.0
MNBU3591678-2021-09-04,40.0,33.56,18.0,,1,0,0,11,6,11,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,17.0
MNBU3592041-2021-09-09,40.0,33.33,8.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1.0
MNBU3595740-2021-07-21,40.0,33.56,124.0,,0,0,0,10,6,10,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,12.0
MNBU3596160-2021-07-13,40.0,33.33,22.0,,0,0,0,13,7,13,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,17.0
MNBU3597151-2021-09-04,40.0,33.56,22.0,,0,0,0,10,6,10,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,9.0
MNBU3600173-2021-09-04,40.0,31.26,4.0,,0,0,0,9,6,9,,False,False,False,False,True,False,True,False,False,False,False,False,False,False,1.0
MNBU3601734-2021-09-09,40.0,33.56,18.0,,1,0,0,11,6,11,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,17.0
MNBU3602670-2021-08-20,40.0,33.52,12.0,,1,0,0,11,6,11,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,6.0
MNBU3603932-2021-09-04,40.0,33.21,36.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,30.0
MNBU3604332-2021-09-09,40.0,33.21,64.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,14.0
MNBU3606870-2021-08-20,40.0,33.56,2.0,,0,0,0,14,7,14,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,28.0
MNBU3607650-2021-08-26,40.0,33.52,18.0,,0,0,0,10,6,10,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,17.0
MNBU3608174-2021-08-06,40.0,33.21,56.0,,1,0,0,11,6,11,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,11.0
MNBU3612718-2021-09-09,40.0,33.21,44.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,14.0
MNBU3614454-2021-09-28,40.0,33.21,2.0,,1,0,0,11,6,11,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,10.0
MNBU3614541-2021-09-04,40.0,33.21,18.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,31.0
MNBU3615888-2021-08-26,40.0,33.21,38.0,,0,0,0,13,7,13,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,28.0
MNBU3617181-2021-08-26,40.0,33.21,58.0,,0,0,0,10,6,10,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,12.0
MNBU3618275-2021-09-04,40.0,33.21,6.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,31.0
MNBU3620570-2021-09-04,40.0,33.21,26.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,31.0
MNBU3622737-2021-09-04,40.0,33.21,42.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,31.0
MNBU3625485-2021-08-12,40.0,21.78,2.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,17.0
MNBU3627620-2021-09-17,40.0,33.21,14.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,31.0
MNBU3629789-2021-09-09,40.0,33.52,114.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,11.0
MNBU3636392-2021-07-03,40.0,31.04,34.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,29.0
MNBU3639302-2021-07-21,40.0,33.56,92.0,,0,0,0,14,7,14,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,7.0
MNBU3640284-2021-09-04,40.0,33.21,30.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,31.0
MNBU3643386-2021-09-04,40.0,33.21,26.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,29.0
MNBU3646683-2021-08-12,40.0,31.5,26.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,31.0
MNBU3649682-2021-07-13,40.0,30.86,42.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,29.0
MNBU3654499-2021-08-06,40.0,33.33,14.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,29.0
MNBU3655427-2021-07-13,40.0,33.33,52.0,,1,0,0,11,6,11,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,12.0
MNBU3658880-2021-07-13,40.0,33.33,44.0,,1,0,0,11,6,11,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,12.0
MNBU3662278-2021-07-30,40.0,33.33,10.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,29.0
MNBU3663715-2021-09-17,40.0,33.56,8.0,,0,0,0,14,7,14,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,28.0
MNBU3665030-2021-08-12,40.0,33.33,140.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,9.0
MNBU3665533-2021-07-13,40.0,33.33,94.0,,1,0,0,11,6,11,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,12.0
MNBU3669689-2021-09-09,40.0,33.56,44.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,12.0
MNBU3672255-2021-08-20,40.0,33.33,64.0,,0,0,0,10,6,10,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,10.0
MNBU3672511-2021-08-20,40.0,33.33,8.0,,1,0,0,11,6,11,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,17.0
MNBU3675228-2021-08-20,40.0,28936.0,2.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,30.0
MNBU3677299-2021-08-20,40.0,33.33,10.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,29.0
MNBU3680435-2021-08-26,40.0,33.56,18.0,,1,0,0,11,6,11,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,10.0
MNBU3680646-2021-07-30,40.0,33.52,12.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,29.0
MNBU3682844-2021-08-26,40.0,33.52,8.0,,0,0,0,14,7,14,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1.0
MNBU3683049-2021-07-13,40.0,33.33,2.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,20.0
MNBU3683753-2021-08-26,40.0,34.43,104.0,,0,0,0,10,6,10,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,8.0
MNBU3688565-2021-07-30,40.0,33.52,18.0,,1,0,0,11,6,11,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,17.0
MNBU3689638-2021-07-13,40.0,31.36,2.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,20.0
MNBU3692879-2021-07-30,40.0,33.52,18.0,,1,0,0,11,6,11,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1.0
MNBU3694892-2021-08-26,40.0,33.33,18.0,,0,0,0,14,7,14,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,17.0
MNBU3698753-2021-09-09,40.0,33.33,64.0,,1,0,0,11,6,11,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,14.0
MNBU3698769-2021-09-09,40.0,33.56,4.0,,0,0,0,14,7,14,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1.0
MNBU3700001-2021-07-03,40.0,33.52,8.0,,0,0,0,14,7,14,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1.0
MNBU3700193-2021-08-12,40.0,33.33,94.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,12.0
MNBU3700634-2021-09-04,40.0,33.56,58.0,,0,0,0,10,6,10,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,9.0
MNBU3701190-2021-09-09,40.0,33.21,44.0,,1,0,0,11,6,11,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,14.0
MNBU3702724-2021-08-12,40.0,33.21,8.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,17.0
MNBU3706205-2021-08-26,40.0,31.32,10.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,29.0
MNBU3714999-2021-07-13,40.0,28.76,4.0,,0,0,0,9,6,9,,False,False,False,False,True,False,True,False,False,False,False,False,False,False,3.0
MNBU3716250-2021-09-04,40.0,33.33,18.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,31.0
MNBU3719666-2021-08-26,40.0,33.52,18.0,,0,0,0,10,6,10,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,17.0
MNBU3720754-2021-09-04,40.0,33.33,6.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,31.0
MNBU3724718-2021-07-21,40.0,33.33,18.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,17.0
MNBU3725205-2021-09-17,40.0,24315.0,18.0,,0,0,0,9,6,9,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,17.0
MNBU3725587-2021-08-20,40.0,33.33,14.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,29.0
MNBU3726773-2021-09-28,40.0,33.33,76.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,16.0
MNBU3734790-2021-07-13,40.0,28.78,22.0,,0,0,0,9,6,9,,False,False,False,False,True,False,True,False,False,False,False,False,False,False,17.0
MNBU3738049-2021-08-12,40.0,31.08,2.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,29.0
MNBU3740811-2021-07-30,40.0,33.33,18.0,,1,0,0,11,6,11,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,17.0
MNBU3745156-2021-09-04,40.0,33.33,36.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,30.0
MNBU3745900-2021-08-26,40.0,33.33,26.0,,1,0,0,11,6,11,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,11.0
MNBU3746825-2021-07-21,40.0,33.33,66.0,,1,0,0,11,6,11,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,19.0
MNBU3746888-2021-09-17,40.0,33.33,14.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,20.0
MNBU3747143-2021-09-04,40.0,26345.0,34.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,31.0
MNBU3747246-2021-07-21,40.0,33.56,28.0,,0,0,0,10,6,10,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,12.0
MNBU3749763-2021-08-12,40.0,33.33,40.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,30.0
MNBU3750194-2021-07-13,40.0,31.93,8.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,6.0
MNBU3750867-2021-07-21,40.0,33.56,66.0,,0,0,0,14,7,14,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,7.0
MNBU3751293-2021-07-13,40.0,31.93,12.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,3.0
MNBU3751930-2021-09-09,40.0,33.33,46.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,29.0
MNBU3763524-2021-08-26,40.0,33.33,66.0,,0,0,0,10,6,10,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,11.0
MNBU3764705-2021-09-28,40.0,33.56,26.0,,1,0,0,11,6,11,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,10.0
MNBU3767047-2021-08-26,40.0,33.56,132.0,,1,0,0,11,6,11,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,8.0
MNBU3767181-2021-07-03,40.0,33.33,38.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,31.0
MNBU3767448-2021-07-21,40.0,33.56,82.0,,0,0,0,10,6,10,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,16.0
MNBU3770694-2021-07-30,40.0,33.33,2.0,,1,0,0,16,7,16,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,29.0
MNBU3775886-2021-08-20,40.0,33.56,56.0,,0,0,0,10,6,10,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,13.0
MNBU3778479-2021-09-17,40.0,33.56,74.0,,0,0,0,10,6,10,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,12.0
MNBU3779768-2021-08-06,40.0,25435.0,44.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,30.0
MNBU3780394-2021-08-20,40.0,33.33,2.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,29.0
MNBU3782000-2021-07-30,40.0,33.33,52.0,,0,0,0,10,6,10,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,12.0
MNBU3782083-2021-09-09,40.0,33.33,8.0,,1,0,0,11,6,11,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1.0
MNBU3782231-2021-09-04,40.0,31615.0,6.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,31.0
MNBU3782972-2021-08-20,40.0,33.52,18.0,,1,0,0,11,6,11,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,17.0
MNBU3783325-2021-07-21,40.0,33.33,18.0,,1,0,0,11,6,11,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,17.0
MNBU3784234-2021-08-12,40.0,33.33,40.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,30.0
MNBU3785375-2021-08-06,40.0,30.96,10.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,31.0
MNBU3799511-2021-08-20,40.0,26.38,10.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,30.0
MNBU3799620-2021-08-26,40.0,33.33,26.0,,1,0,0,11,6,11,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,11.0
MNBU3803381-2021-08-26,40.0,33.52,18.0,,0,0,0,14,7,14,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,17.0
MNBU3805110-2021-08-12,40.0,33.33,26.0,,1,0,0,11,6,11,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,10.0
MNBU3807900-2021-09-09,40.0,33.33,8.0,,1,0,0,11,6,11,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1.0
MNBU3810591-2021-08-26,40.0,33.33,38.0,,0,0,0,10,6,10,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,11.0
MNBU3814663-2021-09-09,40.0,33.33,62.0,,1,0,0,11,6,11,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,16.0
MNBU3815741-2021-07-21,40.0,33.33,60.0,,1,0,0,11,6,11,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,19.0
MNBU3819710-2021-08-06,40.0,25435.0,2.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,30.0
MNBU3820820-2021-09-04,40.0,30821.0,12.0,,0,0,0,9,6,9,,False,False,False,False,True,False,True,False,False,False,False,False,False,False,6.0
MNBU3822972-2021-09-09,40.0,33.56,46.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,29.0
MNBU3824888-2021-08-12,40.0,33.21,46.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,31.0
MNBU3829030-2021-08-06,40.0,31352.0,2.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,31.0
MNBU3831594-2021-09-09,40.0,33.21,20.0,,0,0,0,13,7,13,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,28.0
MNBU3833391-2021-08-26,40.0,33.21,8.0,,0,0,0,10,6,10,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,10.0
MNBU3838731-2021-07-30,40.0,33.21,10.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,29.0
MNBU3843229-2021-08-06,40.0,26122.0,6.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,29.0
