case_id,CTR_SIZE,GROSS,YARD_SLOT,n_events,n_unique_activities,n_unique_roles,hours_atb_to_discharge,flag_quarantine,flag_customs,flag_damage,dwell_hours,CTR_TYPE_DRY,CTR_TYPE_FLT,CTR_TYPE_O/T,CTR_TYPE_OVD,CTR_TYPE_RFR,CTR_TYPE_TNK,JOB_DEL_DOCTYPE_BC23,JOB_DEL_DOCTYPE_BCF26,JOB_DEL_DOCTYPE_LAIN2,JOB_DEL_DOCTYPE_LELANG,JOB_DEL_DOCTYPE_NNMITA,JOB_DEL_DOCTYPE_PLP,JOB_DEL_DOCTYPE_SPPB,JOB_DEL_DOCTYPE_TMBLU,YARD_BLOCK_enc
BSIU9378745-2021-08-04,40.0,17.9,18.0,7,7,7,6.861262222222223,1,0,0,23.805,True,False,False,False,False,False,False,False,False,False,False,False,True,False,30
BSIU9380104-2021-08-28,40.0,23.22,72.0,4,4,4,4.729784444444444,1,0,0,95.3475,True,False,False,False,False,False,True,False,False,False,False,False,False,False,16
BSIU9387285-2021-06-28,40.0,28.64,98.0,3,3,3,2.710456388888889,0,0,0,96.71666666666667,True,False,False,False,False,False,False,False,False,False,False,False,True,False,13
BSIU9388321-2021-07-21,40.0,13227.0,80.0,5,5,5,13.954097222222222,0,0,0,16.583333333333332,True,False,False,False,False,False,False,False,False,False,False,False,True,False,7
BSIU9388661-2021-07-26,40.0,28.3,44.0,5,5,5,7.596813611111111,0,0,0,82.95,True,False,False,False,False,False,False,False,False,False,False,False,True,False,10
BSIU9391177-2021-08-07,40.0,32465.0,30.0,6,6,6,8.813538055555556,1,0,0,119.45194444444445,True,False,False,False,False,False,False,False,False,False,False,False,True,False,31
BSIU9398192-2021-08-04,40.0,11433.0,82.0,4,4,4,5.075446111111111,0,0,0,15.517777777777777,True,False,False,False,False,False,False,False,False,False,False,False,True,False,11
BSIU9399820-2021-09-30,40.0,28.83,22.0,5,5,5,4.804280833333333,0,0,0,6.373333333333333,True,False,False,False,False,False,False,False,False,False,False,False,True,False,9
BSIU9403600-2021-06-29,40.0,29.81,122.0,5,5,5,33.159797222222224,0,0,0,21.933333333333334,True,False,False,False,False,False,True,False,False,False,False,False,False,False,10
BSIU9405012-2021-09-27,40.0,28.6,70.0,5,5,5,8.125788333333333,0,0,0,6.087777777777778,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8
BSIU9405394-2021-07-10,40.0,28.2,102.0,4,4,4,9.752213055555554,0,0,0,119.43333333333334,True,False,False,False,False,False,False,False,False,False,False,False,True,False,11
BSIU9408412-2021-08-03,40.0,32.2,64.0,4,4,4,3.922956111111111,0,0,0,37.838055555555556,True,False,False,False,False,False,False,False,False,False,False,False,True,False,14
BSIU9408834-2021-07-03,40.0,28.7,128.0,5,5,5,2.9915183333333335,0,0,0,8.55,True,False,False,False,False,False,False,False,False,False,False,False,True,False,10
BSIU9409091-2021-08-30,40.0,27.9,156.0,5,5,5,8.350013055555555,0,0,0,65.85666666666667,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8
BSIU9409851-2021-09-18,40.0,11.7,140.0,3,3,3,9.249302777777777,0,0,0,155.4911111111111,True,False,False,False,False,False,False,False,False,False,False,False,True,False,9
BSIU9413384-2021-09-17,40.0,26.38,124.0,5,5,5,20.70800638888889,0,0,0,21.290555555555557,True,False,False,False,False,False,False,False,False,False,False,False,True,False,12
BSIU9413954-2021-08-29,40.0,10.75,26.0,4,4,4,8.079823333333334,0,0,0,46.90361111111111,True,False,False,False,False,False,False,False,False,False,False,False,True,False,10
BSIU9423280-2021-08-09,40.0,29.76,34.0,6,6,6,15.865231666666668,1,0,0,153.19194444444443,True,False,False,False,False,False,True,False,False,False,False,False,False,False,30
BSIU9427480-2021-08-04,40.0,29.93,66.0,5,5,5,3.7358261111111113,0,0,0,9.37,True,False,False,False,False,False,False,False,False,False,False,False,True,False,13
BSIU9430381-2021-07-31,40.0,15.38,6.0,4,4,4,5.765550833333333,0,0,0,189.42083333333332,True,False,False,False,False,False,False,False,False,False,False,False,True,False,9
BSIU9431958-2021-09-06,40.0,29.2,104.0,5,5,5,3.168498333333333,0,0,0,19.39666666666667,True,False,False,False,False,False,False,False,False,False,False,False,True,False,12
BSIU9438382-2021-09-04,40.0,29.44,96.0,7,7,6,18.951886111111108,0,0,0,2.466388888888889,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8
BSIU9439389-2021-09-18,40.0,26.8,64.0,5,5,5,15.233943611111112,0,0,0,9.418888888888889,True,False,False,False,False,False,False,False,False,False,False,False,True,False,12
BSIU9444220-2021-07-20,40.0,27.46,40.0,5,5,5,29.115879166666666,0,0,0,35.7,True,False,False,False,False,False,False,False,False,False,False,False,True,False,19
BSIU9447363-2021-08-04,40.0,29103.0,94.0,5,5,5,6.550446388888889,0,0,0,152.93,True,False,False,False,False,False,False,False,False,False,False,False,True,False,13
BSIU9451234-2021-06-27,40.0,27.4,52.0,4,4,4,4.192543611111111,0,0,0,135.45,True,False,False,False,False,False,False,False,False,False,False,False,True,False,12
BSIU9452360-2021-07-11,40.0,9.0,120.0,4,4,4,4.164359166666666,0,0,0,134.98333333333332,True,False,False,False,False,False,False,False,False,False,False,False,True,False,9
BSIU9453453-2021-08-27,40.0,28.0,132.0,5,5,5,8.105543611111111,0,0,0,20.81388888888889,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8
BSIU9453638-2021-09-05,40.0,26.2,42.0,6,6,6,13.447873055555556,1,0,0,20.525277777777777,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8
BSIU9453875-2021-08-30,40.0,11.8,82.0,4,4,4,4.947009166666667,0,0,0,55.97361111111111,True,False,False,False,False,False,False,False,False,False,False,False,True,False,12
BSIU9454491-2021-08-27,40.0,14.6,108.0,6,6,6,19.505264444444446,0,0,0,134.2302777777778,True,False,False,False,False,False,False,False,False,False,False,False,True,False,10
BSIU9462943-2021-09-04,40.0,29.04,78.0,6,6,6,25.442510555555554,0,0,0,42.406666666666666,True,False,False,False,False,False,False,False,False,False,False,False,True,False,11
BSIU9463106-2021-07-05,40.0,24.9,74.0,4,4,4,2.995896944444444,0,0,0,253.56666666666666,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8
BSIU9466790-2021-09-17,40.0,16.7,6.0,7,7,7,2.3921752777777776,1,0,0,21.569444444444443,True,False,False,False,False,False,False,False,False,False,False,False,True,False,31
BSIU9468849-2021-08-09,40.0,26.3,78.0,4,4,4,4.2934025,0,0,0,300.94416666666666,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8
BSIU9470044-2021-08-02,40.0,20.0,44.0,5,5,5,2.1237077777777777,0,0,0,13.3325,True,False,False,False,False,False,True,False,False,False,False,False,False,False,12
BSIU9471971-2021-08-31,40.0,31.9,98.0,5,5,5,8.882991666666667,0,0,0,33.640277777777776,True,False,False,False,False,False,True,False,False,False,False,False,False,False,12
BSIU9472176-2021-07-17,40.0,29.1,72.0,6,6,6,21.48218027777778,0,0,0,28.466666666666665,True,False,False,False,False,False,False,False,False,False,False,False,True,False,11
BSIU9473547-2021-07-20,40.0,30189.0,14.0,4,4,4,4.198488611111111,1,0,0,154.23333333333332,True,False,False,False,False,False,False,False,False,False,False,False,True,False,9
BSIU9475318-2021-08-28,40.0,29.6,4.0,5,5,5,14.7464225,1,0,0,75.76722222222222,True,False,False,False,False,False,False,False,False,False,False,False,True,False,25
BSIU9475766-2021-07-20,40.0,30189.0,44.0,4,4,4,3.9089133333333335,1,0,0,153.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,10
BSIU9480211-2021-06-30,40.0,24.2,64.0,4,4,4,4.314911388888889,0,0,0,131.61666666666667,True,False,False,False,False,False,False,False,False,False,False,False,True,False,14
BSIU9484140-2021-08-27,40.0,28.1,66.0,4,4,4,5.027711111111111,0,0,0,17.736944444444443,True,False,False,False,False,False,False,False,False,False,False,False,True,False,11
BSIU9485614-2021-09-08,40.0,29.8,82.0,6,6,6,3.01201,0,0,0,4.068333333333333,True,False,False,False,False,False,False,False,False,False,False,False,True,False,11
BSIU9487427-2021-09-05,40.0,13.1,108.0,3,3,3,12.464300000000001,0,0,0,138.62055555555557,True,False,False,False,False,False,False,False,False,False,False,False,True,False,11
BSIU9493287-2021-09-11,40.0,26.7,42.0,5,5,5,4.742181666666666,0,0,0,2.8869444444444445,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8
BSIU9494806-2021-09-03,40.0,27.4,22.0,6,6,6,5.200983055555556,1,0,0,61.67638888888889,True,False,False,False,False,False,False,False,False,False,False,False,True,False,9
BSIU9499578-2021-08-09,40.0,29.4,44.0,5,5,5,4.894310277777778,0,0,0,112.97333333333333,True,False,False,False,False,False,False,False,False,False,False,False,True,False,12
BSIU9499691-2021-07-03,40.0,27.3,38.0,5,5,5,6.775439166666666,0,0,0,44.983333333333334,True,False,False,False,False,False,False,False,False,False,False,False,True,False,11
BSIU9502368-2021-07-13,40.0,16.7,62.0,4,4,4,4.683681666666667,0,0,0,393.55,True,False,False,False,False,False,False,False,False,False,False,False,True,False,9
BSIU9503153-2021-07-13,40.0,32.5,6.0,5,5,5,3.9378583333333337,1,0,0,139.63333333333333,True,False,False,False,False,False,False,False,False,False,False,False,True,False,9
BSIU9503298-2021-08-31,40.0,26.4,66.0,5,5,5,2.3874822222222223,0,0,0,33.56027777777778,True,False,False,False,False,False,False,False,False,False,False,False,True,False,13
BSIU9504843-2021-08-31,40.0,20.5,42.0,6,6,6,3.1554816666666667,1,0,0,33.028055555555554,True,False,False,False,False,False,False,False,False,False,False,False,True,False,31
BSIU9505496-2021-08-31,40.0,29.8,18.0,4,4,4,8.292734722222223,0,0,0,11.61138888888889,True,False,False,False,False,False,False,False,False,False,False,False,True,False,11
BSIU9505500-2021-09-10,40.0,14.8,78.0,3,3,3,2.4271672222222223,0,0,0,90.82111111111111,True,False,False,False,False,False,False,False,False,False,False,False,True,False,11
BSIU9506717-2021-09-18,40.0,8.2,8.0,4,4,4,10.792480833333332,0,0,0,130.99555555555557,True,False,False,False,False,False,False,False,False,False,False,False,True,False,14
BSIU9509737-2021-07-03,40.0,28.6,14.0,4,4,4,3.186831944444444,0,0,0,68.25,True,False,False,False,False,False,False,False,False,False,False,False,True,False,9
BSIU9511740-2021-06-26,40.0,16.6,28.0,4,4,4,4.673747777777777,0,0,0,199.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,12
BSIU9516058-2021-09-11,40.0,9.4,28.0,4,4,4,3.6437575,0,0,0,253.4775,True,False,False,False,False,False,False,False,False,False,False,False,True,False,12
BSIU9517856-2021-08-14,40.0,31.5,50.0,3,3,3,10.392807222222222,0,0,0,64.76388888888889,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8
BSIU9521780-2021-08-09,40.0,27.3,28.0,5,5,5,4.787972777777778,0,0,0,33.629444444444445,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8
BSIU9523566-2021-09-03,40.0,12.1,64.0,5,5,5,3.9299077777777778,0,0,0,38.19916666666666,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8
BSIU9526056-2021-09-08,40.0,28.99,50.0,5,5,5,9.004890277777777,0,0,0,48.32611111111111,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8
BSIU9528465-2021-07-19,40.0,28389.0,18.0,4,4,4,5.033741666666667,1,0,0,245.91666666666666,True,False,False,False,False,False,False,False,False,False,False,False,True,False,10
BSIU9534600-2021-07-25,40.0,27.9,136.0,5,5,5,11.304611666666666,0,0,0,87.85,True,False,False,False,False,False,False,False,False,False,False,False,True,False,9
BSIU9539958-2021-08-07,40.0,13417.0,40.0,5,5,5,7.529662222222222,1,0,0,37.757777777777775,True,False,False,False,False,False,False,False,False,False,False,False,True,False,9
BSIU9546448-2021-08-22,40.0,30352.0,74.0,4,4,4,4.605902777777778,1,0,0,71.84583333333333,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8
BSIU9549283-2021-08-29,40.0,14482.0,60.0,4,4,4,10.71793861111111,0,0,0,47.33166666666666,True,False,False,False,False,False,False,False,False,False,False,False,True,False,10
BSIU9550962-2021-07-18,40.0,30079.0,104.0,4,4,4,7.914039722222222,1,0,0,194.91666666666666,True,False,False,False,False,False,False,False,False,False,False,False,True,False,12
BSIU9560132-2021-07-05,40.0,30.0,18.0,5,5,5,7.4992225,0,0,0,15.983333333333333,True,False,False,False,False,False,False,False,False,False,False,False,True,False,12
BSIU9566608-2021-09-27,40.0,28.5,134.0,5,5,5,10.570006944444446,0,0,0,22.615277777777777,True,False,False,False,False,False,False,False,False,False,False,False,True,False,11
BSIU9569633-2021-09-27,40.0,30.7,62.0,5,5,5,14.223649444444444,0,0,0,28.73472222222222,True,False,False,False,False,False,False,False,False,False,False,False,True,False,16
BSIU9569783-2021-08-17,40.0,27.76,26.0,5,5,5,4.884166111111111,0,0,0,23.64666666666667,True,False,False,False,False,False,False,False,False,False,False,False,True,False,11
BSIU9573700-2021-08-04,40.0,30.8,34.0,5,5,5,20.269267222222222,0,0,0,15.938611111111111,True,False,False,False,False,False,False,False,False,False,False,False,True,False,9
BSIU9575960-2021-07-05,40.0,28.23,64.0,5,5,5,3.5702805555555557,0,0,0,29.366666666666667,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8
BSIU9578996-2021-07-05,40.0,29.1,72.0,5,5,5,12.411796666666667,0,0,0,49.016666666666666,True,False,False,False,False,False,False,False,False,False,False,False,True,False,11
BSIU9579478-2021-09-08,40.0,24.11,62.0,5,5,5,5.529707222222222,0,0,0,67.47166666666666,True,False,False,False,False,False,False,False,False,False,False,False,True,False,16
BSIU9581393-2021-09-17,40.0,29.46,42.0,5,5,5,3.2187555555555556,0,0,0,15.324444444444444,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8
BSIU9585423-2021-07-05,40.0,24.65,16.0,5,5,5,2.930058333333333,0,0,0,31.6,True,False,False,False,False,False,False,False,False,False,False,False,True,False,14
BSIU9585790-2021-07-07,40.0,8.0,114.0,4,4,4,4.485727777777778,0,0,0,150.18333333333334,True,False,False,False,False,False,False,False,False,False,False,False,True,False,11
BSIU9587914-2021-08-19,40.0,25.99,82.0,4,4,4,5.873183888888889,0,0,0,49.6125,True,False,False,False,False,False,False,False,False,False,False,False,True,False,16
BSIU9588947-2021-08-13,40.0,32.3,44.0,5,5,5,8.863411666666666,0,0,0,18.001666666666665,True,False,False,False,False,False,False,False,False,False,False,False,True,False,10
BSIU9589964-2021-07-19,40.0,30.03,138.0,5,5,5,7.927084722222222,0,0,0,71.36666666666666,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8
BSIU9600390-2021-09-04,40.0,29.77,132.0,5,5,5,25.036402777777777,0,0,0,13.638055555555555,True,False,False,False,False,False,True,False,False,False,False,False,False,False,8
BSIU9601648-2021-07-05,40.0,28.16,88.0,5,5,5,4.846950555555556,0,0,0,24.35,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8
BSIU9602182-2021-07-25,40.0,29.7,14.0,4,4,4,8.303122777777777,0,0,0,80.25,True,False,False,False,False,False,False,False,False,False,False,False,True,False,7
BSIU9602449-2021-07-25,40.0,29.9,98.0,5,5,5,9.285304166666666,0,0,0,63.93333333333333,True,False,False,False,False,False,False,False,False,False,False,False,True,False,13
BSIU9605031-2021-07-18,40.0,29852.0,58.0,4,4,4,2.7532355555555554,1,0,0,245.03333333333333,True,False,False,False,False,False,False,False,False,False,False,False,True,False,9
BSIU9619288-2021-09-15,40.0,24.6,38.0,5,5,5,2.9576980555555554,0,0,0,14.63861111111111,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8
BSIU9621032-2021-09-03,40.0,29.8,108.0,3,3,3,11.311175277777778,0,0,0,61.312222222222225,True,False,False,False,False,False,False,False,False,False,False,False,True,False,10
BSIU9628314-2021-09-15,40.0,23.4,80.0,5,5,5,3.6577580555555556,0,0,0,13.981666666666667,True,False,False,False,False,False,False,False,False,False,False,False,True,False,13
BSIU9633624-2021-08-17,40.0,29.9,82.0,4,4,4,5.227078055555555,0,0,0,43.44027777777778,True,False,False,False,False,False,False,False,False,False,False,False,True,False,9
BSIU9636747-2021-09-12,40.0,26.79,50.0,5,5,5,3.123326666666667,0,0,0,16.751666666666665,True,False,False,False,False,False,True,False,False,False,False,False,False,False,14
BSIU9638420-2021-08-28,40.0,15551.0,82.0,4,4,4,7.866068055555556,0,0,0,67.82111111111111,True,False,False,False,False,False,False,False,False,False,False,False,True,False,9
BSIU9646051-2021-08-28,40.0,24.65,38.0,5,5,5,10.332247222222222,0,0,0,5.665277777777778,True,False,False,False,False,False,False,False,False,False,False,False,True,False,11
BSIU9658181-2021-08-24,40.0,27.14,112.0,3,3,3,3.610618888888889,1,0,0,166.39222222222222,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8
BSIU9659064-2021-07-13,40.0,24.5,88.0,4,4,4,7.154975833333333,0,0,0,36.6,True,False,False,False,False,False,False,False,False,False,False,False,True,False,16
BSIU9660445-2021-09-17,40.0,29.99,60.0,5,5,5,15.186546666666667,1,0,0,71.02083333333333,True,False,False,False,False,False,False,False,False,False,False,False,True,False,10
BSIU9661797-2021-09-25,40.0,29.0,122.0,4,4,4,17.465273055555556,0,0,0,39.66444444444444,True,False,False,False,False,False,False,False,False,False,False,False,True,False,10
BSIU9664420-2021-07-13,40.0,30.27,82.0,4,4,4,6.002423055555556,1,0,0,356.5833333333333,True,False,False,False,False,False,False,False,False,False,False,False,True,False,12
BSIU9664878-2021-08-04,40.0,29.4,54.0,4,4,4,15.551728055555555,1,0,0,39.42194444444444,True,False,False,False,False,False,False,False,False,False,False,False,True,False,14
BSIU9666459-2021-07-16,40.0,24.0,102.0,3,3,3,17.161025555555558,0,0,0,126.78333333333333,True,False,False,False,False,False,False,False,False,False,False,False,True,False,11
BSIU9671286-2021-09-11,40.0,24.4,22.0,5,5,5,23.314183611111112,0,0,0,34.681111111111115,True,False,False,False,False,False,False,False,False,False,False,False,True,False,9
BSIU9673036-2021-08-04,40.0,27.4,88.0,5,5,5,15.56462138888889,0,0,0,8.652222222222223,True,False,False,False,False,False,False,False,False,False,False,False,True,False,9
BSIU9673519-2021-07-31,40.0,14.48,14.0,4,4,4,5.780526666666667,0,0,0,181.10333333333332,True,False,False,False,False,False,False,False,False,False,False,False,True,False,9
BSIU9674665-2021-07-24,40.0,23.3,92.0,5,5,5,5.478715833333333,0,0,0,11.7,True,False,False,False,False,False,False,False,False,False,False,False,True,False,7
BSIU9681427-2021-08-05,40.0,30.32,94.0,5,5,5,9.883873888888889,0,0,0,26.60333333333333,True,False,False,False,False,False,False,False,False,False,False,False,True,False,12
BSIU9682336-2021-09-03,40.0,25.0,38.0,5,5,5,5.522377777777778,0,0,0,9.084166666666667,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8
BSIU9685084-2021-07-16,40.0,29.3,20.0,4,4,4,14.006168888888888,0,0,0,21.85,True,False,False,False,False,False,False,False,False,False,False,False,True,False,7
BSIU9685504-2021-08-23,40.0,25.0,90.0,4,4,4,2.880678888888889,0,0,0,166.04916666666668,True,False,False,False,False,False,False,False,False,False,False,False,True,False,13
BSIU9690964-2021-07-19,40.0,25.78,100.0,4,4,4,16.268081944444443,1,0,0,268.71666666666664,True,False,False,False,False,False,False,False,False,False,False,False,True,False,9
BSIU9691657-2021-07-27,40.0,26.3,98.0,5,5,5,3.818741111111111,0,0,0,147.855,True,False,False,False,False,False,True,False,False,False,False,False,False,False,13
BSIU9692329-2021-09-01,40.0,26.5,128.0,5,5,5,2.9075900000000003,0,0,0,3.4075,True,False,False,False,False,False,False,False,False,False,False,False,True,False,11
BSIU9694018-2021-09-07,40.0,27.7,22.0,5,5,5,3.3018030555555558,0,0,0,13.043055555555556,True,False,False,False,False,False,False,False,False,False,False,False,True,False,9
BSIU9697486-2021-09-04,40.0,28.82,50.0,5,5,5,12.928986111111112,0,0,0,63.23888888888889,True,False,False,False,False,False,False,False,False,False,False,False,True,False,14
BSIU9699745-2021-07-19,40.0,29.85,36.0,6,6,6,26.480735555555555,1,0,0,26.116666666666667,True,False,False,False,False,False,False,False,False,False,False,False,True,False,30
BSIU9714840-2021-08-10,40.0,4.8,132.0,3,3,3,4.395023055555556,0,0,0,168.54611111111112,True,False,False,False,False,False,False,False,False,False,False,False,False,False,9
BSIU9745120-2021-09-04,40.0,18.1,66.0,4,4,4,13.169952777777779,0,0,0,290.7783333333333,True,False,False,False,False,False,False,False,False,False,False,False,True,False,11
BSIU9751400-2021-07-03,40.0,15804.0,22.0,4,4,4,4.9886655555555555,0,0,0,103.68333333333334,True,False,False,False,False,False,False,False,False,False,False,False,True,False,9
BSIU9752264-2021-09-02,40.0,29238.0,108.0,5,5,5,7.009278333333333,0,0,0,8.615,True,False,False,False,False,False,False,False,False,False,False,False,True,False,10
BSIU9758133-2021-09-09,40.0,26.3,120.0,5,5,5,7.577709444444444,0,0,0,12.7675,True,False,False,False,False,False,False,False,False,False,False,False,True,False,11
BSIU9763525-2021-07-25,40.0,31.1,76.0,4,4,4,4.562566388888889,0,0,0,57.71666666666667,True,False,False,False,False,False,False,False,False,False,False,False,True,False,10
BSIU9771855-2021-07-27,40.0,26.3,42.0,5,5,5,10.647281666666666,0,0,0,56.13333333333333,True,False,False,False,False,False,True,False,False,False,False,False,False,False,11
BSIU9775130-2021-08-17,40.0,23.6,50.0,4,4,4,1.8515388888888888,0,0,0,34.22388888888889,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8
BSIU9778762-2021-09-26,40.0,16.4,52.0,4,4,4,7.912203055555556,0,0,0,42.7125,True,False,False,False,False,False,False,False,False,False,False,False,True,False,12
BSIU9780142-2021-08-04,40.0,27.69,90.0,6,6,6,5.368066944444445,0,0,0,5.525,True,False,False,False,False,False,False,False,False,False,False,False,True,False,13
BSIU9782633-2021-07-18,40.0,15889.0,2.0,5,5,5,2.5783952777777777,1,0,0,203.01666666666668,True,False,False,False,False,False,False,False,False,False,False,False,True,False,30
BSIU9783162-2021-08-21,40.0,23.01,82.0,3,3,3,2.57531,1,0,0,73.02777777777777,True,False,False,False,False,False,False,False,False,False,False,False,True,False,9
BSIU9786536-2021-09-04,40.0,21.6,82.0,4,4,4,24.694074999999998,0,0,0,44.30444444444444,True,False,False,False,False,False,False,False,False,False,False,False,True,False,11
BSIU9787759-2021-09-11,40.0,31.1,44.0,3,3,3,4.64471,0,0,0,63.67027777777778,True,False,False,False,False,False,False,False,False,False,False,False,True,False,14
BSIU9788101-2021-09-04,40.0,27.82,96.0,5,5,5,14.581604166666667,0,0,0,3.4363888888888887,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8
BSIU9789983-2021-09-17,40.0,29461.0,64.0,5,5,5,15.944861111111111,0,0,0,15.712777777777777,True,False,False,False,False,False,False,False,False,False,False,False,True,False,14
BSIU9790259-2021-09-03,40.0,27.4,86.0,5,5,5,4.946531666666666,0,0,0,67.74194444444444,True,False,False,False,False,False,False,False,False,False,False,False,True,False,14
BSIU9790270-2021-07-26,40.0,27.8,122.0,5,5,5,14.880268333333333,0,0,0,40.93333333333333,True,False,False,False,False,False,False,False,False,False,False,False,True,False,10
BSIU9792797-2021-08-24,40.0,22.3,40.0,4,4,4,5.139345277777778,0,0,0,114.2,True,False,False,False,False,False,False,False,False,False,False,False,True,False,12
BSIU9795501-2021-08-07,40.0,11192.0,140.0,5,5,5,5.5693913888888895,0,0,0,79.0286111111111,True,False,False,False,False,False,True,False,False,False,False,False,False,False,9
BSIU9801543-2021-09-25,40.0,28.8,134.0,4,4,4,3.4708825,0,0,0,82.2975,True,False,False,False,False,False,False,False,False,False,False,False,True,False,9
BSIU9805087-2021-09-04,40.0,13.34,80.0,5,5,5,8.278818611111111,0,0,0,36.06027777777778,True,False,False,False,False,False,True,False,False,False,False,False,False,False,10
BSIU9805235-2021-08-21,40.0,27.99,116.0,4,4,4,3.521945,0,0,0,599.9211111111111,True,False,False,False,False,False,False,False,False,False,False,False,True,False,10
BSIU9806714-2021-08-25,40.0,29.5,80.0,4,4,4,6.978058055555555,0,0,0,65.565,True,False,False,False,False,False,False,False,False,False,False,False,True,False,10
BSIU9808609-2021-07-10,40.0,29145.0,102.0,4,4,4,21.48421027777778,1,0,0,206.98333333333332,True,False,False,False,False,False,False,False,False,False,False,False,True,False,10
BSIU9811583-2021-06-30,40.0,29.0,88.0,6,6,6,6.146662222222222,0,0,0,31.866666666666667,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8
BSIU9813570-2021-08-21,40.0,28.76,70.0,5,5,5,3.643347222222222,0,0,0,24.18027777777778,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8
BSIU9813760-2021-08-12,40.0,15.85,70.0,5,5,5,3.402921111111111,0,0,0,37.414722222222224,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8
BSIU9814617-2021-07-25,40.0,16.3,102.0,4,4,4,9.414915555555556,0,0,0,22.25,True,False,False,False,False,False,False,False,False,False,False,False,True,False,11
BSIU9819537-2021-09-17,40.0,29719.0,82.0,5,5,5,5.169833611111112,0,0,0,24.13111111111111,True,False,False,False,False,False,False,False,False,False,False,False,True,False,11
BSIU9819692-2021-09-08,40.0,30077.0,40.0,5,5,5,12.930455,1,0,0,193.85583333333332,True,False,False,False,False,False,False,False,False,False,False,False,True,False,10
BSIU9821431-2021-07-25,40.0,28.6,14.0,5,5,5,10.93849,0,0,0,30.633333333333333,True,False,False,False,False,False,False,False,False,False,False,False,True,False,7
BSIU9822844-2021-09-08,40.0,29859.0,52.0,5,5,5,20.62913111111111,1,0,0,12.446388888888889,True,False,False,False,False,False,False,False,False,False,False,False,True,False,12
BSIU9824111-2021-08-07,40.0,29.97,104.0,4,4,4,5.2461713888888895,0,0,0,111.7863888888889,True,False,False,False,False,False,False,False,False,False,False,False,True,False,12
BSIU9826243-2021-07-21,40.0,29.0,28.0,4,4,4,14.463863055555555,0,0,0,111.88333333333334,True,False,False,False,False,False,False,False,False,False,False,False,True,False,12
BSIU9831553-2021-09-15,40.0,31.0,44.0,4,4,4,5.1428997222222215,0,0,0,232.0688888888889,True,False,False,False,False,False,False,False,False,False,False,False,True,False,10
BSIU9844036-2021-07-21,40.0,29308.0,92.0,4,4,4,2.9838794444444448,0,0,0,127.7,True,False,False,False,False,False,False,False,False,False,False,False,True,False,7
BSIU9850492-2021-08-26,40.0,30776.0,6.0,6,6,6,14.841294999999999,1,0,0,88.15388888888889,True,False,False,False,False,False,False,False,False,False,False,False,True,False,30
BSIU9859463-2021-08-24,40.0,29474.0,8.0,6,6,6,2.298299166666667,1,0,0,30.7775,True,False,False,False,False,False,False,False,False,False,False,False,True,False,10
BSIU9859503-2021-08-07,40.0,31.79,16.0,5,5,5,5.868065,0,0,0,39.62861111111111,True,False,False,False,False,False,False,False,False,False,False,False,True,False,14
BSIU9862256-2021-06-29,40.0,29165.0,114.0,4,4,4,4.344299166666667,1,0,0,51.666666666666664,True,False,False,False,False,False,False,False,False,False,False,False,True,False,12
BSIU9868146-2021-08-10,40.0,22.8,130.0,4,4,4,4.491221944444444,0,0,0,46.650555555555556,True,False,False,False,False,False,False,False,False,False,False,False,True,False,12
BSIU9897709-2021-09-23,40.0,23.4,86.0,5,5,5,5.0667727777777785,0,0,0,29.483055555555556,True,False,False,False,False,False,False,False,False,False,False,False,True,False,14
BSIU9898114-2021-09-03,40.0,28.8,22.0,5,5,5,6.868839722222222,0,0,0,7.404444444444445,True,False,False,False,False,False,True,False,False,False,False,False,False,False,9
BSIU9898855-2021-08-23,40.0,27.1,80.0,5,5,5,5.015077777777777,0,0,0,82.48722222222223,True,False,False,False,False,False,False,False,False,False,False,False,True,False,10
